City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Abomey,BJ,7.1829,1.9912,74.35,90,99,5.44,overcast clouds
698,Islamkot,PK,24.6997,70.177,80.49,83,0,22.7,clear sky
699,Barwadih,IN,23.8333,84.1167,79.09,57,15,5.5,few clouds
700,Peace River,CA,56.2501,-117.286,61.11,23,0,12.66,clear sky
701,Langsa,ID,4.4683,97.9683,74.53,98,100,2.42,overcast clouds
702,Kailua,US,21.4022,-157.7394,83.64,69,75,6.91,broken clouds
703,Liberty,US,31.8335,-81.5004,77.11,93,94,5.99,overcast clouds
704,Vrede,ZA,-27.4257,29.1659,46.33,86,67,11.34,broken clouds
705,Nabire,ID,-3.3667,135.4833,75.09,92,100,3.04,overcast clouds
706,Tessalit,ML,20.1986,1.0114,92.59,14,10,6.08,clear sky
707,Sistranda,NO,63.7256,8.834,48.16,94,100,8.63,light rain
708,Adrar,MR,20.5022,-10.0711,92.79,8,1,6.85,clear sky
709,Grindavik,IS,63.8424,-22.4338,51.75,76,20,21.85,few clouds
710,Glen Allen,US,37.666,-77.5064,96.08,46,0,8.05,clear sky
711,Mtinko,TZ,-4.55,34.85,61.29,80,100,10.8,overcast clouds
712,Minudasht,IR,37.2289,55.3747,52.12,78,60,0.65,broken clouds
713,Maneadero,MX,31.7167,-116.5667,66.47,60,4,8.86,clear sky
714,Gizo,SB,-8.103,156.8419,82.26,75,17,6.6,few clouds
